DEPART;Latitude;Longitude;Elevation (m);Surface Temperature (C);Moho Depth (m);Magnetic Anomaly (nT);Fault;Strike-slip Fault;Reverse or Thrust Fault;Lineament;Right-lateral Fault;Normal Fault;Active Fault;Curie Depth (Km);Vertical Gravity Gradient (E);Free Air Anomaly (mGal);Bouguer Anomaly (mGal);Apparent Geothermal Gradient (C/Km)
ANTIOQUIA;7.025086;-73.935361;73.7616;27.831192;42294.16019;24.083;35176.10636;43375.33223;21275.75712;105703.2903;25678.07754;15483.06972;25293.21811;34;-31.46875;-113.05002;-118.1911659;22.44963273
ANTIOQUIA;7.078456;-73.905506;78.6384;27.806808;42400.31954;27.2173;28782.16599;38053.05925;18333.50239;103209.5371;24433.55116;22202.82145;22815.82071;34;-25.78125;-107.55002;-116.6101985;20.00079393
ANTIOQUIA;7.025919;-73.928931;76.2;27.819;42331.45968;24.083;34601.48342;42695.28548;20559.93549;106063.9281;26232.12994;15990.86279;25672.00905;34;-31.46875;-113.05002;-119.768372;18.30860378
ANTIOQUIA;7.078417;-73.905433;78.6384;27.806808;42400.62317;27.2173;28778.72367;38046.91879;18324.69101;103218.0771;24442.14319;22203.8384;22824.26679;34;-25.78125;-107.55002;-116.6101985;22.84255866
ANTIOQUIA;7.042689;-73.926133;71.3232;27.843384;42343.94615;24.083;33101.39422;41636.21052;20170.89985;104796.5955;25587.52906;17655.97642;24432.84461;34;-31.46875;-107.55002;-117.5444781;22.12134205
ANTIOQUIA;7.073011;-73.907225;76.8096;27.815952;42403.48168;25.5681;29315.1827;38437.97599;18398.22288;103541.8295;24761.64331;21599.81163;23161.46688;34;-25.78125;-107.55002;-116.6101985;19.48282627
ANTIOQUIA;7.041278;-73.920772;71.9328;27.840336;42372.92855;25.5681;32774.06974;41158.71472;19578.86217;105288.3005;26185.20839;17883.91102;24928.80752;34;-31.46875;-113.05002;-117.5444781;19.46841185
ANTIOQUIA;7.031342;-73.927111;77.4192;27.812904;42341.15872;24.083;34039.36697;42255.09499;20315.06456;105714.425;26097.9989;16586.21174;25335.354;34;-31.46875;-113.05002;-119.768372;23.69747867
ANTIOQUIA;7.031336;-73.927197;74.3712;27.828144;42340.67758;24.083;34046.67165;42263.97198;20324.58921;105709.0891;26090.11165;16579.85126;25329.84798;34;-31.46875;-113.05002;-119.768372;43.03362962
ANTIOQUIA;7.073058;-73.907297;77.4192;27.812904;42403.15467;25.5681;29317.87109;38443.61626;18407.00075;103532.7067;24752.52207;21599.50903;23152.40612;34;-25.78125;-107.55002;-116.6101985;29.9592801
ANTIOQUIA;7.024486;-73.932558;72.8472;27.835764;42310.49905;22.1801;34999.05816;43125.03259;20973.44356;105944.4753;25975.2484;15618.22062;25540.75746;34;-31.46875;-113.05002;-119.768372;19.35152133
ANTIOQUIA;7.024472;-73.932642;72.8472;27.835764;42310.0091;22.1801;35006.79772;43134.06132;20982.82911;105940.0457;25968.22202;15611.30134;25536.0758;34;-31.46875;-113.05002;-119.768372;36.8365374
ANTIOQUIA;7.034975;-73.928931;72.5424;27.837288;42330.43252;24.083;33908.19405;42267.92802;20495.99583;105274.158;25723.71138;16784.53969;24897.09128;34;-31.46875;-113.05002;-117.5444781;20.45545086
ANTIOQUIA;7.061086;-73.917269;71.9328;27.840336;42377.63219;25.5681;31016.34183;39947.22878;19303.71888;103835.1268;25099.5914;19883.62315;23478.98453;34;-25.40625;-107.55002;-115.7754394;23.87215743
ANTIOQUIA;7.0612;-73.899117;78.0288;27.809856;42451.19947;25.5681;29521.9518;38085.54363;17312.79042;105116.69;26336.99811;21095.83107;24739.60661;34;-25.78125;-107.55002;-118.1612985;22.14919015
ANTIOQUIA;7.070206;-73.899133;74.3712;27.828144;42435.79565;25.5681;28847.11785;37713.32732;17462.8765;104360.1827;25583.10858;21877.42843;23967.80392;34;-25.78125;-107.55002;-117.0743455;22.69709212
ANTIOQUIA;7.027744;-73.934339;73.7616;27.831192;42300.24428;24.083;34891.62485;43147.14452;21138.87777;105538.9149;25617.4683;15786.28692;25137.31232;34;-31.46875;-113.05002;-118.1911659;20.83756215
ANTIOQUIA;7.079428;-73.908267;74.676;27.82662;42389.64674;27.2173;28949.30877;38304.60483;18654.67316;102928.7228;24150.55387;22120.79032;22539.42169;34;-25.78125;-107.55002;-116.6101985;21.03310056
ANTIOQUIA;7.063839;-73.916278;73.7616;27.831192;42379.43444;25.5681;30734.54493;39733.88113;19230.22065;103670.9742;24922.27735;20196.63282;23312.76281;34;-25.78125;-107.55002;-117.5362985;21.56816345
ANTIOQUIA;7.069244;-73.905383;76.8096;27.815952;42415.84663;25.5681;29433.73012;38395.47917;18125.10208;103990.6536;25210.73219;21379.12733;23612.73144;34;-25.78125;-107.55002;-116.6101985;15.54254303
ANTIOQUIA;7.048531;-73.906378;75.8952;27.820524;42438.17483;25.5681;31071.53395;39379.30012;18001.44916;105672.0052;26932.23185;19503.99792;25315.57554;34;-29.34375;-107.55002;-119.0243577;22.14032939
ANTIOQUIA;7.048511;-73.915431;74.9808;27.825096;42396.04588;25.5681;31796.2305;40294.77075;19000.88611;105037.9392;26344.67772;18877.75398;24683.6859;34;-29.34375;-107.55002;-119.0243577;23.50118988
ANTIOQUIA;7.055522;-73.901092;76.8096;27.815952;42452.09596;25.5681;30113.86198;38532.71969;17465.61784;105454.0273;26681.95764;20471.88441;25087.27742;34;-25.78125;-107.55002;-117.5362985;23.46242606
ANTIOQUIA;7.036681;-73.925394;74.9808;27.825096;42349.56278;24.083;33494.41764;41834.05949;20098.79947;105367.7809;25973.06752;17169.93676;24998.67381;34;-31.46875;-113.05002;-117.5444781;15.29779384
ANTIOQUIA;7.014219;-73.930247;85.6488;27.771756;42323.80207;22.1801;35620.31109;43404.62703;20857.84367;107001.3561;26809.24606;14905.89626;26581.05634;34;-40.125;-113.05002;-121.9851985;25.59380393
ANTIOQUIA;7.070992;-73.91095;76.8096;27.815952;42392.75536;25.5681;29773.43339;38901.62114;18763.77137;103444.6112;24667.90418;21181.89461;23073.5481;34;-25.78125;-107.55002;-116.6101985;21.2173938
ANTIOQUIA;7.040364;-73.927028;72.5424;27.837288;42339.7672;24.083;33348.21493;41830.75683;20270.86462;104936.3891;25620.23479;17389.58855;24569.15209;34;-31.46875;-113.05002;-117.5444781;16.92118248
ANTIOQUIA;7.072011;-73.909083;77.4192;27.812904;42398.28918;25.5681;29543.21013;38668.95124;18580.11733;103492.4909;24713.22541;21391.73934;23117.01008;34;-25.78125;-107.55002;-116.6101985;32.00958627
ANTIOQUIA;7.0458;-73.907286;75.5904;27.822048;42436.75256;25.5681;31354.68135;39595.19551;18092.69568;105840.7559;27114.48205;19208.07711;25485.72697;34;-29.34375;-107.55002;-119.0243577;22.59184753
ANTIOQUIA;7.058453;-73.900042;74.676;27.82662;42451.97715;25.5681;29805.49843;38297.99735;17380.36913;105281.6858;26504.5155;20795.78779;24909.94377;34;-25.78125;-107.55002;-117.5362985;22.5390859
ANTIOQUIA;7.026778;-73.913639;75.8952;27.820524;42417.30245;25.5681;33346.62989;41138.68429;18868.60865;107033.0175;27640.64056;17166.93072;26668.84056;34;-29.34375;-113.05002;-120.8172781;22.58253486
ANTIOQUIA;7.036792;-73.916283;70.7136;27.846432;42398.60686;25.5681;32761.95631;40915.9505;19092.26308;105985.6584;26854.15471;17806.08078;25626.86863;34;-29.34375;-113.05002;-119.0243577;23.41275203
ANTIOQUIA;7.042142;-73.928119;71.628;27.84186;42333.4497;24.083;33304.21924;41861.42486;20390.28477;104707.4236;25421.43252;17479.42738;24340.64758;34;-31.46875;-107.55002;-117.5444781;22.34659847
ANTIOQUIA;7.023219;-73.92085;72.8472;27.835764;42378.10307;23.1461;34182.87407;42027.31163;19700.43227;106848.2096;27150.42965;16339.44933;26468.67123;34;-31.46875;-113.05002;-119.768372;22.54111311
ANTIOQUIA;7.050225;-73.920886;74.9808;27.825096;42368.17414;25.5681;32111.75257;40773.31366;19610.75771;104510.3546;25735.7746;18671.07678;24155.22587;34;-25.40625;-107.55002;-115.7754394;19.90820972
ANTIOQUIA;7.038519;-73.930806;72.2376;27.838812;42319.54339;24.083;33793.61314;42295.0877;20691.37389;104837.9532;25351.31941;16980.89149;24462.59595;34;-31.46875;-113.05002;-117.5444781;22.11767342
ANTIOQUIA;7.050311;-73.920861;74.3712;27.828144;42368.2525;25.5681;32103.32806;40767.05403;19608.42611;104504.7114;25734.20805;18680.41596;24149.6165;34;-25.40625;-107.55002;-115.7754394;21.90461461
ANTIOQUIA;7.016883;-73.919961;72.8472;27.835764;42384.53293;23.1461;34621.37622;42260.46559;19690.50756;107461.0618;27601.08913;15891.40717;27073.0724;34;-31.46875;-113.05002;-119.768372;20.0698806
ANTIOQUIA;7.051214;-73.923478;74.3712;27.828144;42354.65612;25.5681;32252.10507;40994.69124;19901.96997;104245.0643;25430.14025;18595.46438;23889.18323;34;-25.40625;-107.55002;-115.7754394;12.24231339
ANTIOQUIA;7.032808;-73.932511;73.4568;27.832716;42310.62272;24.083;34360.72062;42727.41069;20901.90068;105219.5646;25501.00774;16357.47062;24831.9422;34;-31.46875;-113.05002;-119.768372;20.01136181
ANTIOQUIA;7.028622;-73.919056;72.8472;27.835764;42386.72418;25.5681;33617.36825;41583.62154;19447.80933;106501.2289;27019.46599;16919.01086;26131.89929;34;-31.46875;-113.05002;-119.768372;23.47028243
ANTIOQUIA;7.032247;-73.929836;75.2856;27.823572;42325.73822;24.083;34187.94392;42485.25862;20609.97678;105450.1372;25787.40658;16482.89014;25067.18066;34;-31.46875;-113.05002;-119.768372;20.55322706
ANTIOQUIA;7.036714;-73.911736;73.152;27.83424;42422.24668;25.5681;32412.38617;40465.67967;18590.4248;106307.7054;27303.8715;18124.98943;25951.78933;34;-29.34375;-113.05002;-119.0243577;23.21514867
ANTIOQUIA;7.032247;-73.929922;72.2376;27.838812;42325.25466;24.083;34194.84226;42493.87329;20619.46493;105444.2913;25779.19836;16477.19044;25061.16119;34;-31.46875;-113.05002;-119.768372;21.84780042
ANTIOQUIA;7.018575;-73.925572;74.0664;27.829668;42351.53279;22.1801;34914.80605;42725.01991;20279.26768;106933.4149;26977.16334;15608.92864;26535.54627;34;-31.46875;-113.05002;-119.768372;23.19445708
ANTIOQUIA;7.023478;-73.929792;73.152;27.83424;42326.60882;22.1801;34858.57793;42899.13962;20680.12144;106219.2792;26293.33399;15720.92574;25820.61839;34;-31.46875;-113.05002;-119.768372;20.67807172
ANTIOQUIA;7.047625;-73.921889;72.8472;27.835764;42364.39876;25.5681;32387.02523;40988.3149;19710.7689;104664.0997;25760.33464;18372.98817;24307.51026;34;-31.46875;-107.55002;-117.5444781;20.4243457
ANTIOQUIA;7.016847;-73.928989;84.1248;27.779376;42331.41504;22.1801;35315.32016;43148.17552;20678.84471;106854.7552;26763.99086;15216.17669;26444.2356;34;-31.46875;-113.05002;-119.768372;23.34770859
ANTIOQUIA;7.015006;-73.932775;92.6592;27.736704;42308.61928;22.1801;35753.90663;43613.32615;21121.48242;106763.0038;26529.10388;14789.17945;26336.7614;34;-40.125;-113.05002;-121.9851985;24.0950367
ANTIOQUIA;7.015656;-73.934947;86.5632;27.767184;42295.5713;22.1801;35872.24128;43794.70732;21348.99522;106560.7399;26290.26017;14690.57676;26129.10786;34;-40.125;-113.05002;-120.632968;23.67069372
ANTIOQUIA;7.060192;-73.91455;75.5904;27.822048;42390.43682;25.5681;30855.3958;39705.0149;18994.53576;104103.0884;25358.97377;19974.90968;23745.78033;34;-25.78125;-107.55002;-117.5362985;22.44405094
ANTIOQUIA;7.056569;-73.912747;72.8472;27.835764;42401.836;25.5681;30974.28123;39672.47294;18758.46639;104538.5718;25798.84986;19767.84731;24181.99447;34;-25.78125;-107.55002;-117.5362985;21.74650744
ANTIOQUIA;7.042244;-73.914492;72.2376;27.838812;42404.8301;25.5681;32198.93038;40482.76676;18884.69029;105640.8556;26756.30517;18397.62727;25285.68418;34;-29.34375;-107.55002;-119.0243577;23.55408989
ANTIOQUIA;7.074717;-73.903614;76.8096;27.815952;42413.01998;25.5681;28889.348;37998.29254;18042.85016;103659.02;24881.37668;21984.26857;23268.18737;34;-25.78125;-107.55002;-116.6101985;19.75441172
ANTIOQUIA;7.034236;-73.917422;71.3232;27.843384;42393.64786;25.5681;33050.2633;41150.69001;19229.06829;106127.5786;26875.95098;17508.49561;25765.86942;34;-31.46875;-113.05002;-117.5444781;22.70548833
ANTIOQUIA;7.053125;-73.901847;73.7616;27.831192;42452.25925;25.5681;30358.41835;38715.41246;17528.62145;105602.9676;26836.60862;20214.85004;25239.5592;34;-25.78125;-107.55002;-117.5362985;23.38764694
ANTIOQUIA;7.051239;-73.914461;74.676;27.82662;42398.64261;25.5681;31512.2562;40076.48473;18907.17343;104872.5084;26161.3546;19182.66124;24518.13478;34;-25.78125;-107.55002;-117.5362985;21.8317346
ANTIOQUIA;7.025911;-73.919961;75.5904;27.822048;42382.46397;25.5681;33901.2077;41806.12916;19572.97407;106674.6754;27082.96675;16627.40344;26300.53871;34;-31.46875;-113.05002;-119.768372;24.28901849
ANTIOQUIA;7.044867;-73.922656;73.4568;27.832716;42361.59314;25.5681;32655.52321;41187.62314;19788.73894;104848.4768;25819.69614;18076.52514;24489.83157;34;-31.46875;-107.55002;-117.5444781;20.54792346
ANTIOQUIA;7.043997;-73.919947;73.4568;27.832716;42376.07238;25.5681;32501.63844;40952.63564;19488.29903;105111.0901;26130.37856;18178.25925;24753.88235;34;-31.46875;-107.55002;-117.5444781;20.21750961
ANTIOQUIA;7.039464;-73.915442;71.628;27.84186;42401.62554;25.5681;32488.5937;40706.67294;18992.22677;105813.7861;26800.75006;18093.05333;25457.08329;34;-29.34375;-113.05002;-119.0243577;24.58940838
ANTIOQUIA;7.037711;-73.919056;71.3232;27.843384;42383.47733;25.5681;32909.92183;41150.47768;19395.5686;105714.6951;26535.70407;17690.8162;25354.14377;34;-31.46875;-113.05002;-117.5444781;20.77748597
ANTIOQUIA;7.021419;-73.933633;91.44;27.7428;42304.05261;22.1801;35320.86358;43380.4489;21126.07773;106141.3856;26057.91902;15277.99922;25727.95155;34;-31.46875;-113.05002;-118.1911659;20.90141483
ANTIOQUIA;7.050322;-73.902761;76.8096;27.815952;42451.95021;25.5681;30647.56768;38933.61649;17611.00975;105775.5885;27017.8441;19912.76556;25415.4554;34;-25.78125;-107.55002;-117.5362985;24.59406129
ANTIOQUIA;7.025033;-73.926283;74.9808;27.825096;42346.74938;24.083;34462.13975;42475.32391;20277.50405;106320.7526;26532.93366;16099.74708;25933.16929;34;-31.46875;-113.05002;-119.768372;21.69023156
ANTIOQUIA;7.029522;-73.935339;73.7616;27.831192;42294.53887;24.083;34837.1566;43163.66193;21235.05645;105315.7124;25420.24719;15879.92203;24915.17598;34;-31.46875;-113.05002;-118.1911659;23.52315476
ANTIOQUIA;7.025036;-73.926297;70.7136;27.846432;42346.66875;24.083;34463.00208;42476.56607;20279.0128;106319.5411;26531.43963;16099.01445;25931.93266;34;-31.46875;-113.05002;-119.768372;21.46282589
ANTIOQUIA;7.040369;-73.913661;74.676;27.82662;42410.18588;25.5681;32277.99741;40486.05192;18794.07876;105859.7358;26931.05463;18295.48644;25504.29289;34;-29.34375;-113.05002;-119.0243577;22.25553757
ANTIOQUIA;7.046683;-73.919083;74.3712;27.828144;42379.13294;25.5681;32229.29022;40745.45294;19398.00407;104940.0685;26084.68842;18472.9242;24584.50977;34;-31.46875;-107.55002;-117.5444781;20.87118452
ANTIOQUIA;7.021386;-73.924497;72.2376;27.838812;42357.49713;23.1461;34609.41075;42478.38605;20123.4049;106760.3147;26912.19679;15920.70886;26370.25332;34;-31.46875;-113.05002;-119.768372;20.93995479
ANTIOQUIA;7.059283;-73.911953;76.2;27.819;42402.59568;25.5681;30707.99631;39476.95117;18698.83176;104363.9589;25612.74827;20061.45388;24005.32078;34;-25.78125;-107.55002;-117.5362985;21.64619916
ANTIOQUIA;7.05845;-73.909111;76.2;27.819;42415.58344;25.5681;30537.26239;39221.69273;18377.27215;104635.9887;25877.58438;20175.25104;24275.50382;34;-25.78125;-107.55002;-117.5362985;20.81920588
ANTIOQUIA;7.072033;-73.904561;74.0664;27.829668;42414.34551;25.5681;29162.48377;38200.47862;18089.07085;103815.5787;25035.66741;21682.14503;23431.59332;34;-25.78125;-107.55002;-116.6101985;19.56526433
ANTIOQUIA;7.022039;-73.936556;74.676;27.82662;42286.80939;22.1801;35504.71809;43640.57303;21439.86074;105890.9909;25749.9523;15134.49765;25470.29949;34;-31.46875;-113.05002;-118.1911659;24.0588027
ANTIOQUIA;7.037614;-73.918944;74.3712;27.828144;42384.1148;25.5681;32908.50907;41143.77172;19383.48176;105730.8031;26551.65511;17690.21324;25370.28317;34;-31.46875;-113.05002;-117.5444781;23.82664094
ANTIOQUIA;7.077444;-73.902744;77.1144;27.814428;42410.92771;27.2173;28620.47703;37804.01362;18011.3477;103494.0117;24720.89206;22285.70032;23095.71213;34;-25.78125;-107.55002;-116.6101985;19.31786773
ANTIOQUIA;7.044139;-73.924561;76.2;27.819;42351.83663;25.5681;32865.00592;41412.71548;19998.20869;104779.6282;25668.321;17887.6028;24418.79425;34;-31.46875;-107.55002;-117.5444781;18.45173313
ANTIOQUIA;7.041522;-73.925233;74.9808;27.825096;42349.10232;24.083;33115.64173;41597.49209;20071.59855;104959.4985;25735.4725;17609.84768;24595.69739;34;-31.46875;-113.05002;-117.5444781;18.82059606
ANTIOQUIA;7.048453;-73.9198;74.9808;27.825096;42374.56583;25.5681;32154.86626;40740.11932;19483.05789;104738.1284;25928.31881;18582.93378;24382.86631;34;-31.46875;-107.55002;-117.5444781;18.45072012
ANTIOQUIA;7.050939;-73.918939;71.628;27.84186;42377.38012;25.5681;31899.30783;40544.45323;19399.59478;104584.8442;25897.0059;18861.0317;24230.39723;34;-25.40625;-107.55002;-115.7754394;19.19473393
ANTIOQUIA;7.085442;-73.906264;74.9808;27.825096;42385.19797;27.2173;28359.98967;37879.24097;18598.34;102571.6246;23806.24499;22797.6455;22166.34963;34;-27.0625;-107.55002;-116.2042189;17.7909485
ANTIOQUIA;7.082014;-73.901675;78.0288;27.809856;42405.31203;27.2173;28205.17619;37522.71898;18012.60983;103190.7512;24429.34591;22767.19746;22782.96962;34;-25.78125;-107.55002;-116.6101985;16.54924235
ANTIOQUIA;7.063678;-73.911686;75.5904;27.822048;42398.92041;25.5681;30363.14215;39268.18989;18724.65209;104010.1511;25246.92306;20472.50109;23647.91641;34;-25.78125;-107.55002;-117.5362985;17.96008181
ANTIOQUIA;7.061433;-73.912714;76.2;27.819;42397.09386;25.5681;30612.51873;39465.61452;18807.76121;104127.5537;25373.00211;20204.51143;23768.08067;34;-25.78125;-107.55002;-117.5362985;19.64996111
ANTIOQUIA;7.063183;-73.909003;76.2;27.819;42410.41546;25.5681;30177.47871;39013.04488;18423.69942;104242.8573;25473.99458;20602.00184;23878.04613;34;-25.78125;-107.55002;-117.5362985;19.52593227
ANTIOQUIA;7.045831;-73.920583;74.9808;27.825096;42371.93221;25.5681;32414.90373;40935.0563;19561.56868;104909.1106;25977.23139;18298.29377;24552.43142;34;-31.46875;-107.55002;-117.5444781;17.92439659
ANTIOQUIA;7.038086;-73.929094;77.4192;27.812904;42329.01125;24.083;33686.83097;42142.03739;20503.29183;104992.5387;25540.01075;17051.69947;24619.47548;34;-31.46875;-113.05002;-117.5444781;19.45406885
ANTIOQUIA;7.056858;-73.917;75.5904;27.822048;42382.38362;25.5681;31302.49377;40094.58881;19229.37176;104214.4421;25493.61979;19517.55975;23859.6077;34;-25.40625;-107.55002;-115.7754394;20.43260259
ANTIOQUIA;7.059522;-73.916094;75.8952;27.820524;42384.24009;25.5681;31032.36332;39890.92949;19156.68651;104051.1367;25315.85143;19815.87869;23695.05352;34;-25.78125;-107.55002;-117.5362985;18.95825157
ANTIOQUIA;7.055956;-73.914258;75.2856;27.823572;42395.63797;25.5681;31143.50426;39852.64539;18919.28244;104484.2618;25753.39991;19614.15566;24128.69944;34;-25.78125;-107.55002;-117.5362985;18.95643339
ANTIOQUIA;7.064672;-73.914219;76.2;27.819;42387.31922;25.5681;30502.0352;39488.47709;19016.28605;103746.1133;24987.96386;20401.43821;23385.58327;34;-25.78125;-107.55002;-117.5362985;22.07135077
ANTIOQUIA;7.066289;-73.910728;76.2;27.819;42399.67852;25.5681;30093.42954;39064.18887;18658.54365;103857.4106;25086.7751;20769.16519;23491.53266;34;-25.78125;-107.55002;-117.5362985;22.89287843
ANTIOQUIA;7.026819;-73.91815;75.8952;27.820524;42392.32877;25.5681;33689.51703;41582.2507;19364.61298;106719.7287;27205.50769;16835.16642;26349.59726;34;-31.46875;-113.05002;-119.768372;21.5127101
ANTIOQUIA;7.067569;-73.913383;75.5904;27.822048;42387.52573;25.5681;30223.35268;39286.9612;18969.27551;103560.1277;24793.08112;20717.67972;23196.18894;34;-25.78125;-107.55002;-116.6101985;21.47476793
ANTIOQUIA;7.069414;-73.910089;75.5904;27.822048;42398.13727;25.5681;29814.14317;38874.23519;18641.15026;103639.2108;24863.09688;21092.49143;23268.83845;34;-25.78125;-107.55002;-116.6101985;21.93081445
ANTIOQUIA;7.070253;-73.912389;76.2;27.819;42388.20307;25.5681;29947.62148;39079.17007;18906.93959;103404.1394;24630.46251;21024.7635;23036.07819;34;-25.78125;-107.55002;-116.6101985;19.8254025
ANTIOQUIA;7.065525;-73.908447;76.8096;27.815952;42409.62487;25.5681;29959.59408;38860.33029;18397.14451;104084.6106;25310.90577;20847.39072;23716.54615;34;-25.78125;-107.55002;-117.5362985;19.86515521
ANTIOQUIA;7.057503;-73.920247;74.676;27.82662;42366.80512;25.5681;31524.63739;40399.97864;19592.86451;103931.4549;25225.81311;19370.71535;23577.1631;34;-25.40625;-107.55002;-115.7754394;19.5890216
ANTIOQUIA;7.053536;-73.918169;74.676;27.82662;42379.39203;25.5681;31643.62451;40354.4718;19330.9725;104416.2773;25716.33814;19143.59787;24062.05995;34;-25.40625;-107.55002;-115.7754394;20.49746627
ANTIOQUIA;7.054661;-73.920906;74.676;27.82662;42365.51923;25.5681;31786.65024;40586.08643;19641.0191;104128.5263;25440.38076;19070.65525;23774.23344;34;-25.40625;-107.55002;-115.7754394;21.44699437
ANTIOQUIA;7.052847;-73.915306;75.8952;27.820524;42393.41683;25.5681;31460.51355;40092.52679;19010.4948;104675.8476;25962.52659;19268.82271;24321.39526;34;-25.78125;-107.55002;-117.5362985;18.16647396
ANTIOQUIA;7.074728;-73.912625;75.5904;27.822048;42381.44746;25.5681;29651.08535;38932.65263;19019.76378;103009.9768;24231.6823;21421.51273;22636.6255;34;-25.78125;-107.55002;-116.6101985;20.1872385
